Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
9000	-419.7049	-431.0217	11.31682	0.0617412	0.0003983	0.0403139	0.0167505	0.0067365	0.00893645	0.00463002	0.0933133	0.0687894	0.0356839	0.00457225	0.0884702	0.0186937	0.0940877	0.0309647	0.440112	1.53656	0.186224	0.440549	0.774342	1.29142	2.26989	5.36987	1.215337	0.2744923	0.107548	0.000693803	0.0702232	0.0291779	0.0117344	0.0155665	0.00806508	0.162543	0.119825	0.0621582	0.00796446	0.154107	0.0325628	0.163892	0.0539378	0.574082
9036	-430.9858	-442.1717	11.18584	0.00702431	0.0126486	0.0380844	0.0176175	0.0202429	0.00355599	0.0120542	0.00500087	0.0588873	0.0267593	0.018099	0.0792779	0.0386127	0.0622839	0.0168794	0.283069	1.68706	0.0997145	0.324857	0.704137	1.42018	3.07828	10.0286	1.666995	0.160797	0.0168437	0.0303303	0.0913232	0.0422453	0.0485408	0.00852697	0.0289051	0.0119917	0.141207	0.0641667	0.0433999	0.190102	0.0925902	0.149352	0.0404754	0.4170284
9072	-428.6969	-440.1296	11.43265	0.00847737	0.00660382	0.159918	0.046049	0.00634815	0.0421196	0.0257785	0.058214	0.167538	0.169214	0.0770854	0.0520948	0.223085	0.224338	0.169454	0.332308	1.63987	0.493036	0.708298	0.897987	1.1136	1.41183	2.02825	0.5113346	0.1941991	0.00590215	0.00459774	0.111339	0.0320605	0.00441974	0.0293247	0.0179476	0.04053	0.116644	0.117811	0.0536688	0.0362697	0.155318	0.15619	0.117978	1.436317
9108	-422.9044	-433.9659	11.06144	0.0249059	0.0148128	0.0797735	0.0167894	0.000184573	0.0151469	0.00387848	0.00733118	0.0211378	0.026702	0.0108451	0.0720266	0.0098572	0.10249	0.0146525	0.247701	1.72095	0.0749832	0.282694	0.67425	1.48313	3.53739	13.3363	1.873104	0.137935	0.0592243	0.0352237	0.189696	0.039924	0.000438902	0.0360183	0.00922274	0.017433	0.0502641	0.0634954	0.0257888	0.171274	0.0234397	0.243715	0.0348425	0.4205342
9144	-430.0287	-441.154	11.12532	0.088557	0.0675997	0.106142	0.0161802	0.0153901	0.0197	0.00439938	0.0768796	0.0887658	0.0639305	0.0520871	0.228771	0.0424524	0.181938	0.0318632	0.372969	1.60091	0.202039	0.458416	0.784006	1.2755	2.18143	4.94953	1.156399	0.2232664	0.0816452	0.0623237	0.0978579	0.0149174	0.014189	0.0181625	0.00405602	0.0708793	0.0818377	0.0589408	0.0480217	0.210915	0.039139	0.167738	0.0293763	1.084656
9180	-421.8171	-433.2796	11.46244	0.120083	0.0398644	0.0256685	0.0219492	0.00677985	0.00661387	0.0210459	0.0821968	0.102272	0.0574768	0.0359225	0.152319	0.0311888	0.137337	0.0498622	0.435626	1.54086	0.29422	0.550643	0.830149	1.2046	1.81606	3.39882	0.8846225	0.2709369	0.134837	0.0447622	0.0288222	0.0246459	0.00761285	0.00742646	0.0236317	0.0922957	0.114838	0.0645386	0.0403361	0.171033	0.0350208	0.154211	0.0559884	0.8905807
9216	-419.1549	-430.2036	11.04869	0.128175	0.0454342	0.133333	0.00299228	0.0131523	0.0329575	0.0120287	0.104298	0.0668127	0.262669	0.192887	0.0659339	0.0893326	0.0208536	0.273263	0.559044	1.42258	0.544673	0.743554	0.9117	1.09685	1.34489	1.83596	0.4393147	0.3766039	0.0887562	0.0314615	0.0923279	0.00207204	0.00910749	0.0228218	0.00832944	0.0722225	0.0462653	0.181888	0.133567	0.0456567	0.0618594	0.0144403	0.189224	1.444123
9252	-422.3531	-434.2185	11.86537	0.105188	0.0277048	0.108148	0.00805042	0.00703477	0.0260347	0.0179962	0.203303	0.0438863	0.00462062	0.145577	0.0141429	0.0111032	0.0550478	0.146459	0.263315	1.70599	0.324727	0.577785	0.842705	1.18666	1.73075	3.07951	0.8132861	0.147916	0.113803	0.0299739	0.117006	0.00870978	0.00761094	0.028167	0.0194701	0.219955	0.0474808	0.00499906	0.1575	0.0153012	0.0120126	0.0595564	0.158455	0.9242969
9288	-423.9644	-434.6752	10.71075	0.158614	0.25101	0.171645	0.0465607	0.0112824	0.0615194	0.0229472	0.1214	0.0547822	0.0760559	0.272841	0.0954696	0.00164742	0.123136	0.249701	0.579894	1.4026	0.604795	0.78251	0.926341	1.07952	1.27794	1.65345	0.3636066	0.3962154	0.0922919	0.146054	0.0998744	0.0270921	0.00656484	0.035796	0.0133521	0.0706381	0.0318758	0.0442542	0.158756	0.0555504	0.000958576	0.0716486	0.145293	1.718612
9324	-421.4956	-431.7464	10.2508	0.0201255	0.0121062	0.0218566	0.00089941	0.000355818	0.00309866	0.000981686	0.0270988	0.00436392	0.0145077	0.000585321	0.00769177	0.00288404	0.0266317	0.0350919	0.480029	1.49831	0.0800138	0.29179	0.680945	1.46855	3.42712	12.4978	1.826151	0.3070318	0.112887	0.0679057	0.122598	0.00504496	0.00199585	0.017381	0.00550646	0.152002	0.0244781	0.0813766	0.00328317	0.0431446	0.0161771	0.149382	0.196837	0.178279
9360	-420.5224	-431.5872	11.06474	0.0386967	0.0106951	0.0729613	0.0128154	0.00528256	0.0082519	0.00310927	0.104366	0.0207676	0.0437817	0.140797	0.0370356	0.0261026	0.0662724	0.129186	0.405433	1.56979	0.130819	0.370849	0.733834	1.36271	2.69651	7.64417	1.470681	0.2475104	0.0537365	0.0148518	0.101318	0.0177962	0.00733566	0.011459	0.00431771	0.144928	0.0288391	0.0607977	0.195519	0.0514297	0.0362476	0.0920296	0.179394	0.7201207
9396	-419.9166	-430.4685	10.55191	0.0844054	0.052828	0.0387473	0.021521	0.0148721	0.0344943	0.0314789	0.128427	0.0888293	0.196913	0.0438891	0.0961867	0.107379	0.370837	0.407427	0.428513	1.54767	0.32574	0.578663	0.843104	1.18609	1.72812	3.06994	0.8110354	0.2653389	0.0491233	0.0307455	0.0225506	0.0125251	0.00865547	0.0200754	0.0183205	0.0747438	0.051698	0.114602	0.0255431	0.0559799	0.0624937	0.215824	0.23712	1.718236
9432	-428.2429	-439.2693	11.02645	0.210217	0.0468512	0.127376	0.00272237	0.014331	0.0251903	0.0827129	0.142527	0.352786	0.224897	0.0337582	0.0155659	0.00274711	0.172136	0.296875	0.197331	1.76922	0.333226	0.585112	0.846024	1.182	1.70908	3.00096	0.7946046	0.1068881	0.120076	0.0267616	0.0727577	0.00155503	0.00818589	0.0143888	0.0472458	0.0814116	0.201512	0.128462	0.0192828	0.00889127	0.00156916	0.0983245	0.169576	1.750691
9468	-419.3464	-430.7559	11.40952	0.171292	0.0571144	0.0906862	0.0117907	0.00307272	0.0227348	0.00442735	0.0724752	0.0492632	0.135209	0.0447844	0.00296612	0.0677169	0.15933	0.254203	0.411333	1.56414	0.366512	0.612922	0.858369	1.165	1.63153	2.72842	0.7257608	0.2520195	0.149331	0.0497917	0.0790592	0.010279	0.00267877	0.0198199	0.00385972	0.0631831	0.0429471	0.117873	0.0390426	0.00258583	0.0590349	0.138902	0.221611	1.147066
9504	-424.0955	-435.1716	11.07609	0.163705	0.0193509	0.0849513	0.0266037	0.0108094	0.0449442	0.0777207	0.163713	0.0928866	0.0515814	0.18714	0.0770949	0.0115244	0.109339	0.314836	0.19871	1.7679	0.197581	0.453454	0.781348	1.27984	2.20529	5.06121	1.172532	0.1077154	0.113985	0.0134737	0.05915	0.0185237	0.00752636	0.0312938	0.0541155	0.113991	0.0646752	0.0359152	0.130302	0.0536797	0.0080242	0.0761305	0.219214	1.436201
9540	-423.6519	-434.9245	11.2726	0.108909	0.0380217	0.145993	0.0222664	0.0152436	0.00947953	0.0315321	0.0475955	0.0328916	0.013161	0.249909	0.00036846	0.0653624	0.102618	0.185119	0.235972	1.73219	0.159813	0.408884	0.75653	1.32182	2.44568	6.25729	1.325926	0.1305509	0.10193	0.0355852	0.136637	0.0208395	0.0142668	0.00887206	0.0295115	0.0445455	0.0307838	0.0123176	0.233895	0.000344849	0.0611738	0.0960416	0.173257	1.06847
9576	-417.7995	-428.7383	10.93887	0.115249	0.0140678	0.0578327	0.00496255	0.00299554	0.0235316	0.0192675	0.131817	0.084616	0.367763	0.0607929	0.049051	0.388699	0.0234281	0.13131	0.166788	1.79849	0.156982	0.405335	0.754476	1.32542	2.46709	6.37014	1.33885	0.08887346	0.0781145	0.00953504	0.0391984	0.00336357	0.00203035	0.0159495	0.0130593	0.0893444	0.0573519	0.249266	0.0412049	0.0332463	0.263456	0.0158794	0.0890004	1.475383
9612	-424.1407	-435.0506	10.90991	0.148435	0.0207304	0.068181	0.0417555	0.0447012	0.034371	0.0125334	0.161158	0.0593632	0.219145	0.105491	0.0663553	0.180852	0.0582973	0.132074	0.666335	1.31976	0.502667	0.715013	0.900634	1.11033	1.39858	1.98939	0.4973463	0.4838532	0.109672	0.0153168	0.0503759	0.0308513	0.0330277	0.0253952	0.00926035	0.119073	0.0438609	0.161917	0.0779424	0.049027	0.133624	0.0430733	0.0975838	1.353445
9648	-425.9252	-436.8052	10.88001	0.332294	0.0322657	0.11749	0.0897068	0.00211773	0.0693509	0.0138304	0.143592	0.0618612	0.400938	0.0681089	0.0679781	0.245475	0.00941303	0.10679	0.280099	1.68991	0.363519	0.610475	0.857299	1.16645	1.63807	2.75089	0.7316902	0.1588421	0.188673	0.0183202	0.0667097	0.0509347	0.00120243	0.0393769	0.00785281	0.0815301	0.0351243	0.227649	0.0386717	0.0385974	0.139379	0.00534464	0.0606342	1.76121
9684	-420.9919	-432.158	11.1661	0.143429	0.0362172	0.200423	0.0235957	0.0115224	0.0187194	0.0319931	0.151919	0.0293684	0.25494	0.0200774	0.0371717	0.184908	0.00738318	0.0742115	0.403269	1.57187	0.290373	0.54712	0.828489	1.20702	1.82775	3.44384	0.894138	0.2458642	0.117001	0.0295439	0.163493	0.019248	0.00939927	0.0152702	0.0260981	0.123926	0.0239571	0.207965	0.0163779	0.0303225	0.150837	0.00602277	0.0605374	1.225879
9720	-427.7108	-438.2722	10.56146	0.190036	0.0202975	0.0584042	0.0808387	0.00764533	0.0736479	0.160358	0.324039	0.0763306	0.186277	0.0140524	0.159157	0.0374979	0.330728	0.342141	0.416004	1.55966	0.640666	0.804811	0.934498	1.07009	1.24253	1.56088	0.3219442	0.2556129	0.0921857	0.00984622	0.0283316	0.0392145	0.00370871	0.0357262	0.0777891	0.15719	0.0370276	0.090362	0.00681677	0.0772064	0.0181901	0.160435	0.165971	2.061452
9756	-422.9367	-433.9857	11.04894	0.173144	0.0390985	0.174311	0.0389055	0.0178096	0.0216458	0.0755202	0.184842	0.191792	0.1372	0.0745556	0.0595469	0.0213378	0.312747	0.206309	0.286856	1.68343	0.439767	0.669882	0.8825	1.13314	1.4928	2.27393	0.5940092	0.1632995	0.100155	0.0226164	0.10083	0.0225048	0.0103019	0.0125209	0.0436845	0.106922	0.110942	0.0793629	0.0431265	0.0344448	0.0123428	0.180908	0.119339	1.728765
9792	-422.8812	-433.6518	10.77067	0.150252	0.0302623	0.0489899	0.0300731	0.0335128	0.0166787	0.0390628	0.131446	0.0229281	0.102345	0.147006	0.350576	0.0676619	0.2123	0.112607	0.481871	1.49654	0.333087	0.584993	0.845971	1.18207	1.70942	3.00221	0.7949059	0.308574	0.100456	0.0202329	0.0327538	0.0201064	0.0224061	0.0111511	0.0261167	0.0878824	0.0153294	0.0684262	0.0982857	0.234389	0.0452376	0.14194	0.075287	1.495701
9828	-418.8245	-429.1058	10.28131	0.235699	0.0415414	0.220864	0.0369311	0.0137984	0.0341544	0.0204855	0.220447	0.139064	0.187156	0.0632904	0.0666986	0.189291	0.42294	0.415185	0.409246	1.56614	0.721373	0.852755	0.951521	1.05095	1.17267	1.38624	0.2361533	0.2504212	0.102143	0.0180024	0.0957136	0.0160045	0.00597969	0.0148012	0.00887763	0.095533	0.0602651	0.0811061	0.0274276	0.0289045	0.0820314	0.183286	0.179925	2.307546
9864	-418.8099	-430.2832	11.47328	0.0570686	0.0213998	0.116519	0.0266043	0.0132165	0.0436371	0.00380908	0.16046	0.105659	0.173141	0.035736	0.0307402	0.0494494	0.277705	0.386148	0.42396	1.55204	0.760908	0.875236	0.959277	1.04245	1.14255	1.31422	0.1975735	0.2617817	0.0380129	0.0142543	0.0776126	0.0177209	0.00880343	0.0290664	0.0025372	0.106881	0.0703785	0.115328	0.0238035	0.0204758	0.0329379	0.184977	0.25721	1.501294
9900	-423.4224	-433.3089	9.8865	0.252337	0.0801843	0.0611194	0.0221498	0.0247724	0.0434105	0.00740531	0.18021	0.0640338	0.177527	0.0315653	0.0896624	0.122409	0.419982	0.66928	0.526723	1.45356	0.500964	0.71383	0.900169	1.1109	1.40089	1.99615	0.4998008	0.3472695	0.112347	0.0357002	0.027212	0.00986169	0.0110293	0.0193275	0.00329704	0.0802343	0.0285095	0.0790396	0.0140537	0.0399201	0.0544999	0.186987	0.297981	2.246048
9936	-425.3962	-436.6428	11.24663	0.0551676	0.0604035	0.146116	0.0453173	0.00284449	0.0304063	0.0385081	0.0833087	0.0922356	0.0396565	0.152478	0.0297758	0.15004	0.149054	0.0147288	0.389166	1.58538	0.252125	0.510701	0.810874	1.23324	1.95809	3.96628	0.9962648	0.235243	0.0506106	0.055414	0.134046	0.041574	0.00260953	0.0278946	0.0353272	0.0764272	0.0846167	0.0363807	0.139883	0.0273162	0.137646	0.136742	0.0135122	1.09004
9972	-421.2845	-432.5504	11.2659	0.166505	0.0471079	0.126563	0.0237323	0.00686088	0.0143125	0.0256083	0.152783	0.0224247	0.105579	0.0442318	0.0801166	0.0651346	0.198161	0.156814	0.289213	1.68117	0.243339	0.501943	0.80651	1.23991	1.99226	4.10949	1.021913	0.164863	0.13472	0.0381152	0.102403	0.0192019	0.00555117	0.0115803	0.0207198	0.123617	0.0181439	0.0854243	0.0357882	0.0648227	0.0527007	0.160333	0.126879	1.235935
10008	-417.5664	-428.9246	11.35814	0.109691	0.0247334	0.0834203	0.0113131	0.00237141	0.0198779	0.00565554	0.100167	0.0443629	0.0154211	0.0894768	0.0413279	0.182682	0.107779	0.0278511	0.350937	1.62202	0.195222	0.450806	0.779922	1.28218	2.21825	5.12237	1.181217	0.2073435	0.126645	0.0285562	0.0963137	0.0130617	0.00273793	0.0229503	0.00652966	0.115649	0.0512196	0.0178046	0.103306	0.0477155	0.210918	0.124438	0.0321557	0.8661312
10044	-418.9632	-429.5081	10.54483	0.145162	0.0414959	0.176563	0.00356369	0.0163142	0.0816643	0.0312283	0.166944	0.138446	0.0158303	0.151555	0.075282	0.531283	0.376407	0.0899186	0.538224	1.44254	0.831699	0.914044	0.97235	1.02844	1.09404	1.20236	0.1332504	0.3575635	0.0710999	0.0203246	0.0864805	0.00174549	0.00799067	0.0399991	0.0152956	0.081769	0.0678104	0.00775367	0.0742312	0.036873	0.260221	0.184363	0.044042	2.041656
10080	-419.8218	-430.8428	11.02095	0.114102	0.00587049	0.0753891	0.0010349	0.0276257	0.028523	0.032011	0.155456	0.0612377	0.0610209	0.0255186	0.171459	0.250545	0.0317061	0.0678149	0.570881	1.41124	0.308256	0.563302	0.836057	1.19609	1.77525	3.24405	0.8509246	0.3876697	0.102858	0.005292	0.0679601	0.000932921	0.0249034	0.0257123	0.0288566	0.140137	0.0552032	0.0550077	0.0230039	0.154563	0.225856	0.0285817	0.0611323	1.109315
10116	-421.2586	-432.6015	11.34289	0.0727729	0.00190503	0.0344797	0.00548503	0.022155	0.00101217	0.0290015	0.113923	0.0488376	0.0265182	0.0214629	0.200661	0.131236	0.0661677	0.0651686	0.361405	1.61199	0.19135	0.446422	0.777548	1.28609	2.24003	5.22603	1.195704	0.2148571	0.0865535	0.00226577	0.0410089	0.0065237	0.0263503	0.00120383	0.0344933	0.135495	0.0580857	0.0315398	0.0255272	0.238659	0.156087	0.0786975	0.0775092	0.840785
10152	-421.9485	-432.9414	10.99289	0.131744	0.0538993	0.30361	0.0549651	0.0326682	0.0110415	0.0159877	0.154333	0.0597018	0.319815	0.0964234	0.0667754	0.0912759	0.313072	0.131846	0.354513	1.61859	0.617223	0.790311	0.929212	1.07618	1.26532	1.62016	0.3488992	0.2098992	0.0717106	0.0293384	0.165261	0.0299185	0.0177819	0.00601008	0.00870242	0.0840065	0.0324968	0.174081	0.0524851	0.0363471	0.0496832	0.170411	0.0717662	1.837158
10188	-422.6669	-433.4615	10.79455	0.0504819	0.00501564	0.0996518	0.0708847	0.00358768	0.0184104	0.031858	0.284634	0.113295	0.0237695	0.0946287	0.393659	0.268417	0.0419187	0.102325	0.604161	1.37935	0.577298	0.764952	0.919806	1.08719	1.30727	1.73221	0.3972511	0.4197555	0.0315012	0.00312981	0.0621837	0.0442328	0.00223875	0.0114883	0.0198797	0.177615	0.0706973	0.0148324	0.0590492	0.245647	0.167495	0.0261577	0.0638517	1.602538
10224	-422.4055	-432.144	9.738501	0.0791536	0.0744845	0.214924	0.0308303	0.00952904	0.0239296	0.0826411	0.177039	0.122905	0.0451955	0.176052	0.551677	0.626079	0.0598952	0.344305	0.461835	1.51574	0.779776	0.885755	0.962859	1.03857	1.12898	1.28242	0.1798625	0.2919965	0.030227	0.0284439	0.0820748	0.0117734	0.00363893	0.00913817	0.0315588	0.0676071	0.0469347	0.0172592	0.0672302	0.210673	0.239086	0.0228726	0.131482	2.61864
10260	-423.194	-434.2583	11.06435	0.0829917	0.07789	0.106798	0.00994739	0.0614863	0.0342713	0.00660705	0.138885	0.0775333	0.0919584	0.0544107	0.239534	0.245129	0.0449925	0.115611	0.571386	1.41075	0.519684	0.726717	0.905208	1.10472	1.37605	1.92425	0.473273	0.3881456	0.0597904	0.0561149	0.076941	0.00716647	0.044297	0.0246903	0.00475997	0.100058	0.0558579	0.0662503	0.0391995	0.17257	0.1766	0.0324143	0.0832902	1.388046
10296	-417.8139	-429.5543	11.74039	0.110317	0.0139681	0.140883	0.00202612	0.00323984	0.0741559	0.0769915	0.206608	0.125506	0.0635153	0.0761846	0.287984	0.284534	0.0223049	0.124121	0.286435	1.68383	0.911972	0.956055	0.986077	1.01412	1.04597	1.09653	0.06662808	0.1630212	0.0684207	0.00866323	0.0873778	0.00125663	0.0020094	0.0459928	0.0477515	0.128142	0.0778409	0.0393933	0.047251	0.178612	0.176473	0.0138339	0.076982	1.612339
10332	-420.1026	-430.9566	10.85399	0.152434	0.0828018	0.161837	0.00640265	0.02216	0.0494631	0.0454622	0.189288	0.0717296	0.0865997	0.173586	0.274891	0.349083	0.0313121	0.149537	0.503141	1.47616	0.779653	0.885687	0.962836	1.0386	1.12907	1.28262	0.1799762	0.3266434	0.0825492	0.0448405	0.0876409	0.00346729	0.0120005	0.0267863	0.0246196	0.102507	0.0388444	0.0468972	0.0940037	0.148865	0.189042	0.0169567	0.0809802	1.846587
10368	-422.8666	-433.977	11.11046	0.0739014	0.0063727	0.0740342	0.0233059	0.0166126	0.00234079	0.00592253	0.082473	0.0754739	0.0948243	0.0666539	0.154048	0.00379375	0.240843	0.0331044	0.13623	1.82778	0.0769256	0.286242	0.676879	1.47737	3.49354	12.9996	1.854612	0.07142732	0.0774888	0.00668205	0.077628	0.0244373	0.017419	0.00245442	0.00621003	0.0864765	0.0791377	0.0994274	0.0698894	0.161526	0.00397791	0.252534	0.0347114	0.9537043
10404	-425.0145	-435.6038	10.5893	0.0112873	0.0134998	0.0210641	0.010225	0.000491621	0.00337488	0.00307145	0.0263222	0.0228285	0.02836	0.00585175	0.0542371	0.00318142	0.0673662	0.010075	0.242598	1.72584	0.045559	0.221709	0.625024	1.59994	4.51042	21.9496	2.233377	0.1347109	0.0401345	0.0480016	0.0748983	0.0363575	0.00174807	0.0120002	0.0109212	0.0935945	0.0811719	0.100841	0.0208072	0.192852	0.0113123	0.239536	0.035824	0.2812363
10440	-422.1093	-433.2919	11.18261	0.0553825	0.0126981	0.0337603	0.00644896	0.0140707	0.00776166	0.00542938	0.0483035	0.0212147	0.0371658	0.037542	0.0786258	0.0178033	0.0639374	0.0104158	0.366783	1.60683	0.125362	0.363223	0.729092	1.37157	2.75313	7.97691	1.50149	0.2187534	0.122919	0.028183	0.0749297	0.0143132	0.0312294	0.0172267	0.0120503	0.107208	0.0470852	0.0824881	0.083323	0.174507	0.0395137	0.141907	0.0231175	0.4505601
10476	-423.166	-433.5914	10.42534	0.246791	0.0195677	0.253462	0.0819809	0.0376589	0.0639047	0.0817005	0.269687	0.0265834	0.0585423	0.0632775	0.335942	0.388767	0.0338329	0.165595	0.34657	1.6262	0.501245	0.714026	0.900246	1.11081	1.40051	1.99503	0.4993943	0.2042359	0.116012	0.00919842	0.119148	0.0385377	0.0177028	0.0300404	0.0384059	0.126775	0.0124964	0.0275197	0.0297456	0.15792	0.182752	0.0159042	0.077843	2.127291
10512	-426.8064	-437.8557	11.04935	0.130313	0.0470142	0.134255	0.0991282	0.0208294	0.0270261	0.00846848	0.252172	0.157065	0.278935	0.0326931	0.121704	0.0622744	0.242359	0.0313457	0.402422	1.57268	0.523768	0.729497	0.906287	1.1034	1.37081	1.90924	0.4676134	0.2452214	0.0791895	0.0285699	0.0815851	0.0602391	0.0126578	0.0164234	0.00514619	0.153242	0.0954464	0.169505	0.0198672	0.073958	0.0378434	0.147278	0.0190484	1.645581
10548	-421.8942	-433.2443	11.35016	0.130583	0.0772152	0.0928121	0.0115141	0.00248001	0.0125429	0.00275686	0.0910982	0.0165282	0.0360994	0.062575	0.277943	0.252536	0.047816	0.143113	0.251779	1.71705	0.252136	0.510712	0.810879	1.23323	1.95805	3.96611	0.9962339	0.1405253	0.103834	0.0613982	0.0738002	0.00915556	0.001972	0.00997355	0.00219214	0.0724374	0.0131425	0.0287047	0.049757	0.221008	0.200806	0.0380212	0.113798	1.257613
10584	-422.2534	-432.8091	10.55577	0.252899	0.0543879	0.0816234	0.0652492	0.0145415	0.0352529	7.81856e-05	0.245376	0.018836	0.00718786	0.131592	0.342871	0.476795	0.0905224	0.273297	0.37501	1.59895	0.602627	0.781141	0.925835	1.08011	1.28018	1.6594	0.3662028	0.2247632	0.120975	0.0260166	0.0390448	0.0312121	0.00695594	0.0168633	3.74003e-05	0.117376	0.00901023	0.00343833	0.0629475	0.164013	0.228076	0.0433016	0.130732	2.09051
10620	-418.635	-429.4877	10.85271	0.13664	0.00765676	0.115388	0.00275576	0.0970792	0.0175382	0.000996834	0.135793	0.0610721	0.0443218	0.0937591	0.401624	0.507303	0.0751238	0.218832	0.520177	1.45983	0.936724	0.968624	0.990104	1.01	1.03239	1.06755	0.04726425	0.3414799	0.0713195	0.00399647	0.0602271	0.00143838	0.0506708	0.00915409	0.0005203	0.0708775	0.0318768	0.0231339	0.0489378	0.209628	0.264788	0.0392111	0.11422	1.915883
10656	-421.4789	-432.27	10.79105	0.246897	0.0219967	0.163993	0.0417207	0.0453487	0.0597372	0.0945633	0.120239	0.0620009	0.122634	0.0978919	0.430875	0.427212	0.0310128	0.129733	0.251366	1.71744	0.58266	0.768409	0.9211	1.08566	1.30139	1.71627	0.3905665	0.1402621	0.117802	0.0104954	0.0782464	0.0199063	0.0216373	0.0285025	0.0451192	0.0573698	0.0295826	0.0585128	0.0467074	0.205584	0.203837	0.0147972	0.0618996	2.095855
10692	-423.676	-434.8731	11.19712	0.038328	3.89548e-06	0.0667906	0.0306739	0.0173199	0.0171434	0.0283759	0.0310373	0.0247851	0.0310709	0.0160418	0.0975503	0.163694	0.0331218	0.143033	0.292192	1.67832	0.115024	0.348293	0.719607	1.38965	2.87115	8.69381	1.563717	0.1668439	0.0518668	5.2715e-06	0.0903834	0.041509	0.0234379	0.0231991	0.0383993	0.0420008	0.0335401	0.0420463	0.0217083	0.132008	0.221516	0.0448217	0.193557	0.7389697
10728	-421.3218	-432.1331	10.81126	0.107036	1.72718e-05	0.0861453	0.0200832	0.0534912	0.0143275	0.120024	0.114361	0.180521	0.0996262	0.122983	0.115316	0.378781	0.0482215	0.556533	0.278612	1.69133	0.553963	0.749713	0.914049	1.09403	1.33384	1.80517	0.4270853	0.1578658	0.0530547	8.56112e-06	0.0426997	0.00995466	0.026514	0.00710174	0.0594923	0.0566856	0.0894793	0.0493818	0.0609591	0.0571588	0.187751	0.023902	0.275857	2.017467
10764	-422.8537	-434.1442	11.29051	0.109942	0.0252301	0.0235848	0.0085874	0.00974938	0.0109801	0.0164909	0.0685165	0.0132056	0.044105	0.0131574	0.0369025	0.128608	0.0120099	0.081027	0.33032	1.64178	0.133371	0.37436	0.735994	1.35871	2.67123	7.49791	1.456712	0.1928135	0.182599	0.0419038	0.0391711	0.0142625	0.0161924	0.0182365	0.0273891	0.113797	0.0219327	0.0732525	0.0218527	0.0612901	0.2136	0.0199469	0.134575	0.6020961
10800	-420.3686	-431.6581	11.2895	0.0815703	0.0192497	0.101168	0.055345	0.00779027	0.0343164	0.00336051	0.0913272	0.131112	0.0873461	0.40893	0.0300141	0.0429371	0.0531493	0.235025	0.180947	1.78493	0.226858	0.485065	0.797949	1.25321	2.06158	4.40804	1.072622	0.09715122	0.058996	0.0139224	0.07317	0.0400284	0.00563434	0.0248195	0.0024305	0.0660527	0.0948274	0.0631734	0.29576	0.0217078	0.0310544	0.0384404	0.169983	1.382641
10836	-421.0351	-432.3066	11.27153	0.140212	0.051442	0.135361	0.0211149	0.00492931	0.0151516	0.0493787	0.0962592	0.0980073	0.145721	0.0574317	0.0308662	0.0868038	0.00367762	0.193683	0.374231	1.5997	0.265892	0.524116	0.81746	1.2233	1.90798	3.76093	0.9578246	0.2241916	0.124077	0.0455224	0.119785	0.0186851	0.00436207	0.013408	0.0436965	0.0851822	0.0867291	0.128952	0.0508228	0.0273143	0.0768149	0.00325442	0.171395	1.130039
10872	-422.8911	-434.1972	11.30614	0.156684	0.0120765	0.134393	0.0457226	0.0448784	0.007294	0.092583	0.304387	0.15024	0.0619299	0.234392	0.0154435	0.0403447	0.303787	0.0427881	0.265172	1.70421	0.500385	0.713428	0.900011	1.1111	1.40168	1.99846	0.5006362	0.1491148	0.095136	0.00733266	0.0816016	0.0277621	0.0272495	0.00442881	0.056215	0.18482	0.0912234	0.0376029	0.142319	0.00937704	0.0244967	0.184455	0.0259803	1.646944
10908	-416.9263	-428.2661	11.33981	0.119338	0.00408603	0.0971962	0.00867814	0.00869293	0.028048	0.0425135	0.143914	0.145325	0.0739856	0.29936	0.0353494	0.0481686	0.191339	0.0649426	0.373451	1.60044	0.391626	0.633056	0.867069	1.15331	1.57964	2.55346	0.6778397	0.2236199	0.0910324	0.00311688	0.0741426	0.0066198	0.00663108	0.0213954	0.0324298	0.109779	0.110856	0.0564372	0.228356	0.026965	0.0367436	0.145956	0.049539	1.310937
