Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
540	-423.2108	-434.4014	11.19063	0.0954048	0.0155014	0.106519	0.0358093	0.0248271	0.0589373	0.0113087	0.180232	0.119736	0.232941	0.0476929	0.018796	0.221611	0.28528	0.0261909	0.196404	1.77011	0.249067	0.507671	0.80937	1.23553	1.96978	4.01498	1.005089	0.1063326	0.0644285	0.0104684	0.0719339	0.0241826	0.0167661	0.0398013	0.00763697	0.121714	0.0808594	0.157309	0.0322078	0.0126933	0.149658	0.192654	0.0176871	1.480787
576	-421.7093	-432.8172	11.10788	0.161428	0.0341765	0.108877	0.0711891	0.0192975	0.0135697	0.029191	0.0635494	0.0368243	0.0162235	0.340004	0.0622557	0.245812	0.097233	0.0259386	0.436855	1.53968	0.347382	0.597105	0.851397	1.17454	1.67475	2.87868	0.7645227	0.2719085	0.12178	0.0257825	0.0821359	0.0537046	0.0145579	0.0102369	0.0220215	0.0479413	0.02778	0.0122389	0.256496	0.0469653	0.185439	0.0733519	0.0195679	1.325568
612	-422.6033	-433.1706	10.5673	0.0891597	0.0481451	0.0945457	0.126076	0.0277614	0.0160892	0.0422748	0.184934	0.171743	0.0534008	0.453624	0.0210958	0.331905	0.123455	0.121323	0.652187	1.33332	0.866391	0.932444	0.978415	1.02206	1.07245	1.15421	0.103702	0.4687638	0.0467899	0.0252659	0.0496164	0.066163	0.0145688	0.00844341	0.0221853	0.0970513	0.0901286	0.0280241	0.238056	0.0110708	0.17418	0.0647878	0.0636687	1.905533
648	-421.1027	-431.6131	10.51044	0.126262	0.0716015	0.150485	0.0210105	0.00897191	0.060285	0.00113663	0.0480254	0.192741	0.0804204	0.394564	0.10415	0.452482	0.279369	0.0529444	0.521544	1.45852	0.763859	0.876891	0.959843	1.04184	1.14039	1.30914	0.1947741	0.3426852	0.0617585	0.0350224	0.0736064	0.0102769	0.00438842	0.0294871	0.000555959	0.0234907	0.0942754	0.039336	0.192993	0.0509427	0.221322	0.136648	0.0258967	2.044449
684	-416.568	-427.3851	10.81711	0.170895	0.0666299	0.0996321	0.017716	0.0137764	0.0255845	0.0242991	0.189965	0.0517661	0.380542	0.0767126	0.0767319	0.27817	0.158344	0.0315095	0.434647	1.5418	0.428629	0.661554	0.879062	1.13758	1.51159	2.33302	0.6125579	0.2701631	0.102808	0.0400836	0.0599372	0.0106577	0.00828767	0.0153913	0.014618	0.11428	0.0311417	0.228929	0.0461492	0.0461608	0.167343	0.0952574	0.0189557	1.662274
720	-422.07	-432.9289	10.85893	0.193843	0.00536247	0.0963897	0.0318239	0.0165063	0.0431956	0.022008	0.207828	0.0547989	0.273033	0.0592512	0.0961783	0.251165	0.242531	0.0109861	0.344249	1.62843	0.315699	0.569895	0.839097	1.19176	1.75471	3.16757	0.833673	0.2025914	0.120782	0.00334131	0.0600596	0.0198292	0.0102849	0.0269148	0.013713	0.129496	0.0341447	0.170125	0.0369189	0.0599279	0.156499	0.151119	0.00684535	1.6049
756	-421.7989	-432.9249	11.12604	0.216263	0.125531	0.151968	0.0701239	0.0307076	0.0129253	0.000974666	0.171193	0.0913846	0.256854	0.113892	0.127209	0.330004	0.160801	0.0149795	0.282454	1.68765	0.646219	0.808205	0.935725	1.06869	1.23731	1.54746	0.3157046	0.1603922	0.115352	0.0669565	0.0810579	0.0374032	0.016379	0.00689417	0.000519874	0.091312	0.0487433	0.137002	0.0607487	0.0678519	0.17602	0.0857693	0.00798989	1.874812
792	-427.4418	-437.5432	10.10139	0.197655	0.0745421	0.0993412	0.0327277	0.0628081	0.035662	0.0029665	0.124838	0.0615117	0.556743	0.127541	0.0945096	0.630583	0.172087	0.0378749	0.573671	1.40857	0.876557	0.937764	0.980153	1.02025	1.06637	1.14083	0.09526673	0.3903034	0.0855133	0.0322499	0.042979	0.0141593	0.0271733	0.0154288	0.00128343	0.0540098	0.0266124	0.240869	0.0551792	0.0408887	0.272815	0.0744519	0.0163862	2.31139
828	-420.6545	-432.3144	11.65988	0.0895049	0.0161855	0.110148	0.0562477	0.0593765	0.0259285	0.0602314	0.159836	0.160247	0.249606	0.0403901	0.0371275	0.233465	0.0987008	0.043618	0.431327	1.54498	0.899573	0.949694	0.984026	1.01623	1.05297	1.11164	0.07652588	0.2675473	0.0621298	0.0112351	0.0764592	0.0390443	0.0412161	0.0179982	0.0418096	0.11095	0.111235	0.173264	0.0280367	0.025772	0.16206	0.0685131	0.0302774	1.440613
864	-419.2188	-430.1652	10.94647	0.119423	0.0896952	0.189385	0.0766954	0.0328526	0.0251409	0.0226786	0.214367	0.121075	0.288262	0.0420644	0.0469401	0.402104	0.166616	0.0358616	0.342306	1.63029	0.600922	0.780062	0.925436	1.08057	1.28195	1.66411	0.3682517	0.2012176	0.063755	0.0478844	0.101104	0.0409444	0.0175386	0.0134216	0.0121071	0.114441	0.0646368	0.153891	0.0224564	0.0250593	0.214666	0.0889492	0.0191449	1.873162
900	-429.8933	-440.5464	10.65308	0.20701	0.131569	0.10466	0.015316	0.0387553	0.0807432	0.030612	0.116362	0.0648075	0.354168	0.0103216	0.185158	0.160669	0.215496	0.0717321	0.297243	1.67348	0.29485	0.551218	0.83042	1.20421	1.81417	3.39156	0.8830759	0.1702191	0.115818	0.07361	0.0585548	0.00856895	0.0216828	0.0451741	0.0171268	0.0651019	0.0362584	0.19815	0.00577472	0.103592	0.0898907	0.120565	0.0401326	1.787379
936	-423.7891	-434.987	11.19788	0.0823502	0.120743	0.170693	0.0190746	0.0140011	0.0397509	0.0180285	0.0958474	0.0163821	0.242231	0.00675809	0.293222	0.00626698	0.121626	0.0933473	0.343971	1.62869	0.311089	0.56582	0.837221	1.19443	1.76735	3.21452	0.8443107	0.2023945	0.0614406	0.0900849	0.127352	0.0142313	0.0104461	0.0296577	0.0134509	0.0715107	0.0122225	0.180726	0.00504214	0.21877	0.00467572	0.090744	0.0696454	1.340323
972	-425.9999	-436.9955	10.99566	0.216878	0.175124	0.165202	0.00627098	0.0210154	0.0321729	0.0770665	0.0681985	0.0970074	0.038742	0.03453	0.19087	0.0650833	0.149267	0.200836	0.440994	1.53571	0.440962	0.67077	0.882865	1.13268	1.49082	2.26777	0.5920456	0.2751941	0.140989	0.113845	0.107395	0.00407666	0.0136618	0.0209151	0.0500997	0.0443347	0.0630629	0.0251855	0.0224474	0.124081	0.0423095	0.0970358	0.13056	1.538264
1008	-424.021	-434.659	10.63801	0.199042	0.125358	0.0984543	0.00436482	0.0219797	0.0612758	0.109708	0.232491	0.071789	0.179027	0.101488	0.300245	0.0160317	0.133289	0.362073	0.313958	1.65746	0.484498	0.702289	0.895604	1.11657	1.42391	2.06399	0.5239658	0.1815287	0.0987008	0.0621624	0.0488215	0.00216443	0.0108993	0.0303855	0.0544021	0.115288	0.0355987	0.0887762	0.0503258	0.148886	0.0079498	0.0660955	0.179545	2.016616
1044	-423.7098	-434.6686	10.95879	0.127999	0.0515791	0.0924964	0.0204424	0.00618321	0.0312063	0.128662	0.16288	0.0841697	0.0997606	0.170974	0.417289	0.167021	0.0797498	0.310367	0.441924	1.53482	0.946653	0.973617	0.991693	1.00838	1.0271	1.05635	0.03964062	0.2759344	0.0656143	0.0264403	0.0474151	0.0104791	0.00316961	0.0159968	0.0659539	0.0834949	0.0431467	0.0511388	0.0876438	0.213909	0.0856174	0.040881	0.159099	1.950779
1080	-417.7064	-428.4843	10.77788	0.203989	0.0159218	0.118874	0.0174814	0.012409	0.0535387	0.0247122	0.128055	0.142812	0.0644052	0.075696	0.250053	0.0666659	0.132616	0.37618	0.4568	1.52057	0.449066	0.676754	0.885314	1.12954	1.47764	2.22685	0.5788789	0.287897	0.121176	0.00945807	0.0706148	0.0103845	0.00737133	0.0318038	0.0146799	0.0760688	0.0848349	0.0382588	0.0449659	0.14854	0.0396018	0.0787781	0.223463	1.683408
1116	-426.5754	-437.4072	10.83187	0.156141	0.0946371	0.173373	0.0586763	0.0178808	0.00504107	0.0273566	0.178268	0.0757182	0.0710807	0.244306	0.019981	0.055871	0.209831	0.000176591	0.360333	1.61301	0.213836	0.47128	0.790804	1.26454	2.12188	4.67647	1.115366	0.2140834	0.112466	0.0681657	0.124878	0.0422637	0.0128793	0.00363101	0.0197045	0.128404	0.0545387	0.0511984	0.17597	0.014392	0.0402431	0.151138	0.000127196	1.388339
1152	-428.9841	-440.4597	11.47561	0.0830021	0.0531891	0.0570139	0.0449422	0.00351921	0.020388	0.0121816	0.045055	0.0524026	0.0456373	0.033063	0.0712928	0.0060897	0.0835878	0.182046	0.244026	1.72448	0.153189	0.400528	0.751673	1.33037	2.4967	6.5279	1.356539	0.1356113	0.104614	0.0670386	0.0718593	0.0566444	0.00443556	0.0256966	0.0153534	0.0567866	0.0660473	0.0575204	0.0416721	0.0898562	0.00767535	0.105353	0.229447	0.79341
1188	-421.2257	-432.3943	11.16863	0.159076	0.0773571	0.124489	0.0458027	0.0109675	0.0414424	0.0165447	0.0444063	0.114719	0.0259969	0.0514327	0.208864	0.0324838	0.0946578	0.180032	0.350336	1.62259	0.251859	0.510438	0.810744	1.23344	1.9591	3.97047	0.997028	0.2069148	0.129512	0.0629804	0.101353	0.0372904	0.00892925	0.0337404	0.0134699	0.0361535	0.0933987	0.0211654	0.0418741	0.170047	0.0264467	0.0770659	0.146573	1.228272
1224	-425.6197	-437.2558	11.6361	0.108415	0.187574	0.116061	0.0269088	0.0233001	0.0324566	0.00743138	0.0637278	0.0471929	0.0117398	0.0381433	0.153456	0.0649445	0.126864	0.261264	0.55241	1.42894	0.889514	0.9445	0.982344	1.01797	1.05876	1.12421	0.08465662	0.370479	0.0854015	0.147757	0.0914237	0.0211967	0.0183541	0.0255669	0.00585388	0.0501999	0.037175	0.00924772	0.0300464	0.120881	0.0511583	0.099934	0.205804	1.26948
1260	-424.8032	-435.773	10.96974	0.216125	0.0234393	0.00775648	0.060856	0.0155439	0.0647931	0.0180559	0.182663	0.0778237	0.0641107	0.0835688	0.262943	0.0904516	0.159155	0.519499	0.466299	1.51146	0.830277	0.913282	0.972097	1.0287	1.09495	1.20442	0.1344878	0.2956537	0.117028	0.0126919	0.00419999	0.0329524	0.00841674	0.0350843	0.00977693	0.0989086	0.0421401	0.0347148	0.045251	0.142379	0.0489779	0.0861794	0.281299	1.846784
1296	-422.1906	-433.2347	11.04412	0.134244	0.054364	0.242868	0.0180703	0.0272258	0.0332377	0.0964588	0.242334	0.0903567	0.000350058	0.0450166	0.253284	0.0805925	0.077914	0.345239	0.515128	1.46467	0.848677	0.923097	0.975344	1.02528	1.08331	1.17831	0.118639	0.3370484	0.0770828	0.0312158	0.139455	0.0103759	0.015633	0.0190851	0.0553866	0.139148	0.0518827	0.000201003	0.0258485	0.145436	0.0462761	0.0447382	0.198236	1.741555
1332	-423.34	-433.9974	10.6574	0.208465	0.124151	0.109077	0.0292473	0.0241252	0.0184538	0.0545391	0.171523	0.0802651	0.0211519	0.48076	0.140527	0.235364	0.0574799	0.204498	0.452034	1.52513	0.653039	0.812354	0.937221	1.06698	1.23099	1.5313	0.3081131	0.2840405	0.10638	0.0633542	0.0556619	0.0149249	0.0123111	0.009417	0.0278314	0.0875285	0.0409593	0.0107939	0.245332	0.0717112	0.120107	0.029332	0.104356	1.959629
1368	-425.2989	-436.3234	11.02445	0.15089	0.0567514	0.0975319	0.0157204	0.0460611	0.0206317	0.0593146	0.0946737	0.0800168	0.059001	0.185355	0.123665	0.286811	0.0222486	0.0866788	0.687439	1.29954	0.656889	0.814686	0.93806	1.06603	1.22747	1.52233	0.3038628	0.5069465	0.108918	0.0409653	0.0704023	0.0113476	0.0332486	0.0148927	0.0428156	0.0683391	0.0577592	0.0425892	0.133797	0.0892662	0.207032	0.0160599	0.0625681	1.385352
1404	-422.4562	-433.3254	10.86921	0.083668	0.0514963	0.0492946	0.0318486	0.00415378	0.00499677	0.00800867	0.146593	0.150493	0.068528	0.0208179	0.278328	0.107302	0.146326	0.414766	0.428241	1.54794	0.377125	0.621514	0.862105	1.15995	1.60898	2.65164	0.7051221	0.2651258	0.0534067	0.032871	0.0314655	0.0203295	0.00265142	0.00318952	0.00511207	0.0935726	0.0960625	0.0437426	0.0132884	0.177661	0.0684929	0.0934021	0.264752	1.566621
1440	-424.264	-435.4467	11.18266	0.0235266	0.0170499	0.0360007	0.00723979	0.00605892	0.00367159	0.000704191	0.0878845	0.0253821	0.00831474	0.0343285	0.103257	0.0397121	0.011228	0.069191	0.156213	1.80863	0.0638113	0.261304	0.6579	1.51999	3.82697	15.6712	1.989759	0.08277216	0.0496814	0.0360045	0.076023	0.0152883	0.0127947	0.00775333	0.00148705	0.185587	0.0535997	0.0175583	0.0724917	0.218049	0.0838604	0.0237103	0.146111	0.4735498
1476	-434.8394	-446.0638	11.22446	0.110502	0.00164293	0.167046	0.124611	0.000764275	0.0112154	0.00769153	0.0636067	0.0755283	0.0990665	0.0876479	0.187863	0.000551908	0.0790308	0.0837337	0.527957	1.45237	0.360756	0.608208	0.856305	1.16781	1.64417	2.77195	0.7372066	0.3483667	0.10041	0.0014929	0.151791	0.113231	0.000694479	0.0101912	0.00698912	0.0577979	0.0686308	0.0900194	0.0796436	0.170707	0.000501506	0.0718135	0.0760869	1.100502
1512	-426.6763	-437.9852	11.30883	0.109055	0.00993168	0.132961	0.0362992	0.00621508	0.0268051	0.0894814	0.0636857	0.0632435	0.175662	0.133122	0.216918	0.0193167	0.373684	0.044873	0.448333	1.52868	0.647571	0.80903	0.936023	1.06835	1.23605	1.54423	0.3141928	0.2810612	0.0726428	0.00661559	0.0885666	0.0241793	0.00413993	0.0178552	0.0596044	0.0424217	0.0421271	0.11701	0.0886737	0.144491	0.012867	0.248915	0.0298904	1.501253
1548	-423.0259	-434.0584	11.03257	0.145689	0.0229125	0.110856	0.099616	0.000160007	0.0889837	0.14301	0.105018	0.0280163	0.110597	0.100095	0.316728	0.120691	0.373102	0.0683695	0.499266	1.47987	0.962921	0.981741	0.994268	1.00577	1.0186	1.03851	0.02732027	0.3233144	0.0794443	0.0124943	0.0604503	0.0543208	8.7252e-05	0.048523	0.0779835	0.0572666	0.0152774	0.0603088	0.0545822	0.172712	0.0658133	0.203454	0.0372821	1.833845
1584	-418.7414	-430.3407	11.59927	0.114714	0.023313	0.137151	0.00450047	0.00173	0.048618	0.073528	0.126701	0.0683546	0.151971	0.0422328	0.308037	0.15336	0.222483	0.0631973	0.400612	1.57441	0.912344	0.956245	0.986139	1.01406	1.04576	1.09608	0.06633329	0.2438493	0.0744947	0.0151394	0.0890654	0.00292259	0.00112346	0.0315724	0.0477488	0.0822793	0.0443893	0.0986894	0.0274258	0.200038	0.0995918	0.14448	0.0410401	1.53989
1620	-422.2201	-433.6092	11.38914	0.234375	0.0531399	0.175681	0.00511124	0.00669455	0.0256526	0.0315465	0.0418119	0.0626991	0.0893747	0.0355101	0.224733	0.0125497	0.226588	0.0257133	0.314102	1.65732	0.319037	0.572825	0.840441	1.18985	1.74573	3.13443	0.8260687	0.181627	0.187323	0.0424718	0.140412	0.00408513	0.00535059	0.0205028	0.0252134	0.033418	0.0501119	0.0714323	0.0283812	0.179617	0.0100303	0.181099	0.0205513	1.25118
1656	-417.8224	-428.8545	11.03209	0.240534	0.0460942	0.199894	0.0276448	0.00405425	0.0384795	0.00222917	0.0829768	0.0834035	0.076521	0.0578049	0.179413	0.307965	0.335615	0.131137	0.4441	1.53274	0.797865	0.895717	0.966225	1.03496	1.11642	1.25334	0.16328	0.2776706	0.132616	0.0254136	0.110209	0.0152416	0.00223527	0.0212153	0.00122903	0.0457484	0.0459836	0.042189	0.0318701	0.0989175	0.169793	0.185037	0.0723009	1.813765
1692	-417.7109	-428.0742	10.36326	0.32611	0.0370582	0.12117	0.0182504	0.0106067	0.033755	0.0280453	0.224563	0.067178	0.0609355	0.0581191	0.18488	0.556505	0.334276	0.0878469	0.472221	1.50579	0.682489	0.830019	0.943533	1.05985	1.20479	1.46522	0.2762183	0.3005368	0.151728	0.017242	0.0563766	0.00849131	0.00493494	0.0157051	0.0130486	0.104482	0.0312558	0.0283514	0.027041	0.0860188	0.258924	0.155528	0.0408724	2.149299
1728	-421.2868	-432.6603	11.37345	0.346192	0.00621823	0.123398	0.026531	0.000643703	0.021864	0.0182246	0.117963	0.191352	0.00911079	0.0785794	0.145605	0.336576	0.229947	0.0598942	0.207732	1.75926	0.51705	0.724918	0.904509	1.10557	1.37947	1.93405	0.476948	0.1131597	0.202203	0.00363194	0.0720741	0.0154962	0.000375973	0.0127703	0.0106446	0.0688998	0.111764	0.00532141	0.0458965	0.0850447	0.196587	0.134307	0.0349829	1.712099
1764	-419.7348	-430.6785	10.94377	0.082083	0.000447466	0.0284832	0.0047895	0.00341798	0.00926772	0.0127127	0.0749592	0.0215296	0.0190839	0.0105773	0.0843772	0.184592	0.179706	0.0177836	0.554628	1.42681	0.166548	0.417199	0.761297	1.31355	2.39694	6.00426	1.296079	0.3725209	0.111859	0.000609785	0.0388155	0.00652689	0.00465785	0.0126296	0.0173242	0.102151	0.0293394	0.0260066	0.0144142	0.114985	0.251553	0.244894	0.0242346	0.7338103
1800	-424.5452	-435.1168	10.57157	0.146873	0.0166959	0.136205	0.0496678	0.0136317	0.0357017	0.00305038	0.112517	0.0805354	0.0194769	0.0863405	0.281997	0.0501531	0.0211829	0.319351	0.544279	1.43673	0.238895	0.497451	0.804251	1.24339	2.01025	4.18594	1.03524	0.3630462	0.106943	0.0121568	0.099175	0.0361646	0.00992565	0.0259955	0.00222107	0.0819273	0.0586403	0.0141817	0.0628672	0.205331	0.036518	0.0154239	0.23253	1.37338
1836	-419.2274	-430.8101	11.58268	0.093567	0.0072769	0.102153	0.0375221	0.0212364	0.00916534	0.0111052	0.0675039	0.059695	0.0473731	0.110909	0.161428	0.0431552	0.0498612	0.169304	0.364933	1.60861	0.32516	0.578161	0.842876	1.18641	1.72962	3.07541	0.8123224	0.2174102	0.0943925	0.0073411	0.103054	0.0378531	0.0214238	0.00924621	0.0112032	0.0680994	0.0602217	0.047791	0.111887	0.162852	0.043536	0.0503011	0.170797	0.9912546
1872	-420.2658	-431.8745	11.60875	0.0467654	0.0424241	0.0572136	0.0174032	0.0105084	0.00666528	0.0117831	0.061473	0.0755713	0.0101148	0.0384545	0.130754	0.0340157	0.0100009	0.104868	0.309131	1.66208	0.200778	0.457017	0.783259	1.27672	2.1881	4.98063	1.160928	0.1782404	0.0710703	0.0644728	0.0869488	0.0264479	0.0159698	0.0101294	0.017907	0.0934219	0.114847	0.0153717	0.0584401	0.198709	0.0516944	0.0151986	0.159371	0.6580157
