Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
3852	-422.5287	-433.3553	10.82654	0.127994	0.0904673	0.043122	0.108212	0.0276376	0.0233127	0.0141343	0.0497585	0.120325	0.045523	0.413572	0.0718873	0.0834189	0.0775615	0.41121	0.430622	1.54565	0.469603	0.691676	0.891359	1.12188	1.44576	2.12946	0.5465439	0.2669932	0.0749322	0.0529625	0.025245	0.063351	0.0161799	0.013648	0.00827469	0.0291303	0.0704424	0.0266507	0.242119	0.0420852	0.0488362	0.0454071	0.240736	1.708137
3888	-418.314	-429.4846	11.1706	0.166911	0.0868123	0.0742939	0.0144113	0.00254826	0.0399524	0.068787	0.124542	0.137338	0.0608541	0.295787	0.0776183	0.0320435	0.123368	0.267053	0.541802	1.43911	0.781523	0.886722	0.963187	1.03822	1.12775	1.27955	0.178244	0.3607983	0.106156	0.0552129	0.0472511	0.00916561	0.0016207	0.0254099	0.0437487	0.079209	0.0873471	0.0387034	0.188121	0.0493655	0.0203797	0.0784622	0.169847	1.57232
3924	-420.2296	-431.5872	11.35758	0.117452	0.0421739	0.0728586	0.00560136	0.0275821	0.0420562	0.0120982	0.0885349	0.0644612	0.0225332	0.381681	0.0616165	0.0687163	0.187097	0.288187	0.523358	1.45678	0.816583	0.905905	0.96964	1.03131	1.10387	1.22461	0.1465126	0.3442876	0.0792177	0.0284449	0.0491408	0.00377794	0.0186032	0.0283656	0.00815987	0.059714	0.043477	0.0151979	0.257432	0.0415584	0.046347	0.126191	0.194373	1.482649
3960	-419.7714	-430.3692	10.59779	0.20592	0.161137	0.192065	0.0064978	0.0223339	0.0611012	0.00565912	0.0991866	0.129464	0.0874182	0.412944	0.0979644	0.0272659	0.186997	0.391018	0.42522	1.55083	0.728946	0.857109	0.953034	1.04928	1.16671	1.37184	0.2286027	0.2627644	0.0986693	0.0772108	0.0920304	0.00311351	0.0107016	0.0292774	0.00271164	0.0475266	0.0620342	0.0418876	0.197868	0.0469409	0.0130648	0.089602	0.187361	2.086971
3996	-422.5498	-433.5023	10.95246	0.0777695	0.0337116	0.111574	0.0732175	0.00975609	0.0192327	0.0137682	0.130936	0.0952264	0.0859271	0.301457	0.137726	0.0447811	0.205218	0.238392	0.423649	1.55234	0.427493	0.660699	0.878708	1.13804	1.51355	2.33922	0.6144758	0.2615393	0.0492619	0.0213541	0.0706747	0.0463785	0.00617985	0.0121827	0.00872127	0.0829396	0.0603198	0.0544293	0.190954	0.0872403	0.0283659	0.129992	0.151006	1.578693
4032	-419.6079	-430.7047	11.0968	0.0511588	0.00542907	0.10458	0.095052	0.023943	0.0475365	0.0140139	0.130189	0.152822	0.0644918	0.400299	0.0681471	0.0728732	0.110162	0.415043	0.392895	1.58181	0.675342	0.825769	0.942023	1.06155	1.21099	1.48073	0.2838301	0.2380342	0.0291381	0.00309219	0.0595646	0.0541379	0.013637	0.0270749	0.00798179	0.0741504	0.0870412	0.036732	0.227994	0.0388139	0.0415057	0.0627438	0.236392	1.755739
4068	-425.3419	-436.1334	10.79148	0.0814795	0.074638	0.176014	0.0890719	0.0122	0.0158358	0.0487349	0.200412	0.069734	0.161118	0.295778	0.0398612	0.0377055	0.149294	0.352962	0.231059	1.7369	0.300175	0.55605	0.832684	1.20094	1.7984	3.3314	0.8701347	0.1274868	0.045145	0.0413544	0.0975233	0.0493517	0.0067596	0.00877408	0.0270024	0.111042	0.0386373	0.0892702	0.163881	0.0220858	0.0208913	0.0827187	0.195564	1.804839
4104	-428.0369	-439.3893	11.35241	0.0830478	0.0860013	0.0721181	0.0438837	0.0199605	0.0453104	0.0193581	0.229043	0.163055	0.0729611	0.239333	0.0204968	0.0601521	0.114636	0.15916	0.609934	1.37381	0.917997	0.95913	0.987066	1.0131	1.04261	1.08933	0.06186626	0.4254726	0.0581357	0.0602032	0.0504847	0.0307198	0.0139729	0.0317185	0.0135512	0.160336	0.114143	0.0510747	0.167539	0.0143483	0.0421081	0.0802485	0.111416	1.428516
4140	-419.1074	-430.2357	11.12833	0.110359	0.0824236	0.20304	0.0122825	0.00259171	0.0290365	0.0357724	0.148676	0.0694057	0.0228498	0.201081	0.0193961	0.0364864	0.0769114	0.280426	0.47986	1.49847	0.404659	0.643245	0.871399	1.14758	1.55462	2.47122	0.6541682	0.3068905	0.0829307	0.0619383	0.152577	0.00922981	0.00194758	0.0218198	0.0268816	0.111724	0.0521558	0.0171707	0.151105	0.0145755	0.0274182	0.0577961	0.21073	1.330738
4176	-423.7019	-434.8363	11.13437	0.127716	0.00731923	0.0580199	0.00573175	0.0366002	0.0193565	0.00202653	0.088192	0.0330674	0.0279978	0.167773	0.0476754	0.00185112	0.154633	0.180848	0.392916	1.58179	0.181196	0.434708	0.771124	1.29681	2.3004	5.51889	1.235129	0.2380495	0.133203	0.00763369	0.0605126	0.005978	0.0381727	0.0201881	0.0021136	0.0919809	0.034488	0.0292007	0.174981	0.0497236	0.00193065	0.161276	0.188618	0.9588074
4212	-422.2477	-433.4379	11.19013	0.0427101	0.0106859	0.0312152	0.042779	0.00827322	0.017853	0.00789197	0.101088	0.0350983	0.0488659	0.0252986	0.0107041	0.00658801	0.109291	0.104849	0.500805	1.4784	0.186001	0.440291	0.774201	1.29165	2.27122	5.37633	1.216206	0.3246343	0.0708069	0.0177156	0.05175	0.070921	0.0137158	0.0295975	0.0130837	0.167588	0.0581877	0.0810123	0.0419413	0.0177457	0.0109219	0.181189	0.173824	0.6031914
4248	-427.7877	-438.6857	10.89802	0.0420799	0.0287107	0.156373	0.0260739	0.0272051	0.016703	0.182046	0.18	0.0666602	0.104495	0.322567	0.0774123	0.266585	0.0736593	0.233784	0.17008	1.79534	0.282281	0.53963	0.824933	1.21222	1.85312	3.54257	0.9145763	0.09078685	0.0233213	0.0159119	0.0866645	0.0144506	0.0150775	0.00925705	0.100892	0.0997587	0.0369441	0.0579125	0.178772	0.0429031	0.147745	0.0408231	0.129566	1.804354
4284	-419.3016	-429.6348	10.33324	0.191464	0.0520983	0.156455	0.0194027	0.00377392	0.0827393	0.00507178	0.114579	0.121844	0.107232	0.46006	0.0136447	0.479594	0.10816	0.221315	0.562543	1.41923	0.808462	0.901499	0.968166	1.03288	1.10926	1.23692	0.15374	0.379857	0.0895767	0.0243742	0.0731975	0.00907756	0.00176563	0.0387096	0.00237284	0.053606	0.0570049	0.0501685	0.215239	0.00638368	0.224378	0.0506028	0.103542	2.137435
4320	-420.3938	-431.8359	11.4421	0.150744	0.0446754	0.132844	0.00234939	0.0198804	0.0328383	0.0836056	0.154022	0.0698456	0.0375092	0.168711	0.0783119	0.231889	0.0792408	0.121579	0.366708	1.6069	0.524465	0.72997	0.906471	1.10318	1.36992	1.9067	0.4666514	0.2186994	0.107059	0.0317287	0.0943464	0.00166855	0.0141192	0.0233219	0.0593771	0.109387	0.0496047	0.0266392	0.119819	0.0556175	0.164688	0.0562772	0.0863458	1.408044
4356	-420.3984	-431.6255	11.22713	0.0915357	0.037181	0.0771684	0.0569483	0.00145827	0.0168351	0.0229421	0.10211	0.0405243	0.123037	0.0383674	0.0146119	0.0660921	0.14931	0.261746	0.509801	1.46977	0.345002	0.595106	0.850507	1.17577	1.68037	2.89853	0.7694929	0.3324044	0.0832243	0.0338049	0.0701615	0.0517775	0.00132586	0.0153065	0.020859	0.0928382	0.0368447	0.111866	0.0348837	0.0132852	0.060091	0.135752	0.23798	1.099868
4392	-423.5394	-434.4817	10.94227	0.081998	0.0742957	0.0832497	0.0244925	0.0120582	0.00797436	0.00901155	0.099232	0.0651136	0.000558703	0.136777	0.00532046	0.145944	0.0553313	0.0350334	0.668644	1.31755	0.246159	0.504771	0.807925	1.23774	1.9811	4.06241	1.013581	0.4863448	0.098038	0.088829	0.0995346	0.0292835	0.0144169	0.00953426	0.0107743	0.118643	0.0778508	0.000667993	0.163532	0.00636123	0.174492	0.066155	0.0418864	0.8363898
4428	-421.6081	-432.8923	11.28426	0.0800449	0.0109204	0.0733812	0.0163859	0.0153609	0.00124238	0.000422036	0.0796347	0.0289241	0.0122952	0.148696	0.0575112	0.116855	0.0425295	0.00711709	0.398004	1.57691	0.169621	0.420935	0.763417	1.3099	2.37566	5.8955	1.282861	0.2418776	0.115786	0.0157965	0.106146	0.0237024	0.0222196	0.00179712	0.000610479	0.115192	0.041839	0.0177852	0.215089	0.0831905	0.169032	0.0615193	0.0102949	0.6913202
4464	-420.0193	-431.1965	11.17724	0.166621	0.0710689	0.0976474	0.0624151	0.0115784	0.061238	0.00420238	0.0607435	0.133367	0.0427658	0.43694	0.0800762	0.324553	0.137402	0.0708876	0.321041	1.65067	0.621012	0.792673	0.930078	1.07518	1.26155	1.61028	0.3444736	0.1863879	0.0945901	0.0403455	0.055434	0.0354328	0.00657299	0.0347645	0.00238567	0.0344838	0.0757121	0.0242779	0.248049	0.0454589	0.184248	0.0780026	0.0402426	1.761507
4500	-421.3724	-432.4436	11.07123	0.166907	0.0877251	0.100515	0.0318214	0.00404002	0.0439549	0.0345366	0.0584695	0.0189905	0.0661773	0.167463	0.0341005	0.261801	0.0774277	0.0446082	0.576582	1.40578	0.385637	0.628316	0.865038	1.15602	1.59156	2.59311	0.6889832	0.393063	0.139259	0.0731934	0.083865	0.0265502	0.00337079	0.0366737	0.0288156	0.048784	0.0158447	0.055215	0.139722	0.0284518	0.218434	0.0646018	0.0372189	1.198538
4536	-422.7006	-434.0417	11.3411	0.106895	0.0282021	0.0668778	0.00595304	0.0423411	0.0143078	0.0625447	0.116885	0.0136469	0.0768251	0.23621	0.0113048	0.208548	0.128808	0.0611483	0.352628	1.6204	0.297894	0.553986	0.831718	1.20233	1.8051	3.3569	0.8756493	0.2085508	0.0905511	0.02389	0.0566522	0.00504282	0.0358671	0.0121201	0.0529816	0.0990133	0.0115603	0.0650785	0.200093	0.00957626	0.176661	0.109114	0.0517988	1.180498
4572	-427.6477	-438.6027	10.95499	0.0803581	0.0118781	0.0308081	0.00869988	0.00313405	0.0043586	0.01321	0.057725	0.0008878	0.00298357	0.0525142	0.000909415	0.0992347	0.0336635	0.027498	0.228523	1.73933	0.0605939	0.254793	0.652742	1.532	3.92475	16.5033	2.027168	0.1259111	0.187813	0.0277615	0.0720045	0.0203333	0.00732489	0.0101869	0.0308745	0.134915	0.00207496	0.00697319	0.122736	0.00212548	0.231931	0.0786782	0.0642681	0.4278629
4608	-423.4682	-434.9939	11.52568	0.121617	0.0376533	0.108551	0.0634913	0.00154539	0.0208016	0.00102768	0.0622669	0.0511258	0.00723276	0.191192	0.000556795	0.0433167	0.0476549	0.102028	0.278462	1.69147	0.196847	0.452631	0.780906	1.28056	2.2093	5.08009	1.175225	0.1577672	0.141405	0.0437798	0.126214	0.0738219	0.00179683	0.0241862	0.00119489	0.0723982	0.0594444	0.00840958	0.2223	0.00064739	0.0503646	0.0554088	0.118628	0.8600613
4644	-423.0523	-433.6353	10.58293	0.178801	0.0116559	0.192122	0.028476	0.0551436	0.0137964	0.0563207	0.160897	0.0383749	0.118159	0.352303	0.098026	0.30449	0.128461	0.10139	0.503231	1.47607	0.527287	0.731883	0.907211	1.10228	1.36634	1.8965	0.4627709	0.3267209	0.0972581	0.00634016	0.104504	0.0154894	0.0299952	0.00750448	0.0306354	0.0875196	0.0208739	0.064272	0.191634	0.0533209	0.165627	0.0698757	0.055151	1.838416
4680	-419.8734	-430.1431	10.26969	0.170959	0.251504	0.194685	0.0101229	0.00711325	0.0300991	0.00645143	0.157152	0.108537	0.0503269	0.395637	0.0883776	0.445254	0.214919	0.018745	0.46636	1.51141	0.591081	0.773805	0.923114	1.08329	1.29231	1.69181	0.3801908	0.2957036	0.0795201	0.116985	0.0905561	0.00470858	0.00330867	0.0140003	0.00300083	0.0730978	0.050485	0.0234091	0.184027	0.0411081	0.207106	0.0999676	0.00871909	2.149882
4716	-422.091	-433.0677	10.97665	0.254009	0.0502169	0.0395786	0.00524022	0.00222595	0.0467974	0.0151981	0.270483	0.111833	0.113906	0.286076	0.0344876	0.287964	0.236246	0.121195	0.376581	1.59744	0.694443	0.837078	0.946029	1.05705	1.19463	1.44	0.2636635	0.2259173	0.135438	0.0267758	0.0211034	0.0027941	0.00118689	0.0249526	0.0081037	0.144223	0.0596296	0.0607349	0.152537	0.0183889	0.153544	0.125967	0.0646218	1.875456
4752	-421.1796	-432.4204	11.24079	0.0357241	0.0253457	0.0693352	0.0158289	0.00211849	0.00686534	0.00696271	0.0196463	0.0215732	0.0861663	0.0929847	0.0244392	0.0170136	0.0136668	0.00267128	0.267527	1.70195	0.101422	0.327558	0.705958	1.41652	3.0529	9.8598	1.654718	0.1506389	0.0811281	0.0575592	0.157458	0.0359469	0.00481102	0.0155909	0.0158121	0.0446161	0.0489918	0.19568	0.211165	0.0555004	0.0386372	0.0310369	0.00606637	0.4403419
4788	-423.8595	-434.4383	10.57879	0.0241199	0.00384606	0.0224454	0.00200506	0.000547476	0.000722239	0.00170326	0.0064934	0.00418615	0.0400023	0.0495196	0.00530618	0.0226477	0.0145087	0.019844	0.178699	1.78708	0.0432616	0.216184	0.620122	1.61259	4.62569	23.1152	2.270791	0.09582846	0.110694	0.0176508	0.103009	0.00920186	0.00251254	0.00331459	0.00781678	0.0298003	0.0192116	0.183583	0.227261	0.0243517	0.103938	0.0665852	0.0910703	0.2178973
4824	-418.8549	-429.6996	10.84466	0.0448243	0.00125109	0.0200358	0.00736434	0.00198281	0.00627931	0.00453472	0.0286781	0.0108336	0.0579539	0.0510412	0.00681042	0.017804	0.00523571	0.0042073	0.324762	1.6471	0.0859253	0.302112	0.68837	1.45271	3.31003	11.638	1.774611	0.1889562	0.166734	0.00465371	0.0745277	0.0273934	0.00737553	0.0233573	0.0168679	0.106675	0.0402982	0.215573	0.18986	0.0253329	0.0662262	0.0194754	0.01565	0.2688366
4860	-423.1864	-433.1106	9.924281	0.0130447	0.0116366	0.00943223	0.00205392	0.000675909	0.00544642	0.00481815	0.0201932	0.00654644	0.0293962	0.0299438	0.00765619	0.0156212	0.00289578	0.00157364	0.42658	1.54953	0.048441	0.228442	0.630884	1.58508	4.37749	20.6437	2.189025	0.2638259	0.0810562	0.0723067	0.0586091	0.0127625	0.0041999	0.0338425	0.0299386	0.125475	0.0406777	0.18266	0.186062	0.0475734	0.0970653	0.0179935	0.00977815	0.1609345
4896	-422.2061	-432.1551	9.948981	0.0168995	0.00017673	0.00818832	0.00163528	0.000548861	0.00261083	0.00253794	0.0159491	0.000750963	0.0330854	0.0429755	0.00873015	0.0249435	0.00482852	0.00282372	0.181276	1.78461	0.0229692	0.158755	0.563172	1.77566	6.29903	43.5366	2.728574	0.09734487	0.101386	0.00106027	0.0491247	0.00981066	0.00329282	0.0156633	0.015226	0.0956845	0.0045053	0.198491	0.257826	0.0523754	0.149645	0.028968	0.0169405	0.1666844
4932	-421.7705	-433.0601	11.28959	0.152136	0.0229048	0.0666914	0.0424592	0.0411044	0.0050023	0.109594	0.172258	0.0527248	0.0495152	0.052781	0.0614158	0.246313	0.0195518	0.288254	0.226204	1.74155	0.264582	0.522855	0.816846	1.22422	1.91258	3.77954	0.9613949	0.1244745	0.110028	0.0165652	0.0482325	0.0307073	0.0297275	0.00361776	0.0792607	0.12458	0.0381316	0.0358103	0.0381722	0.0444171	0.178138	0.0141403	0.208471	1.382707
4968	-420.1841	-431.4528	11.26865	0.167492	0.0637553	0.216433	0.00522165	0.0141467	0.0444391	0.0813728	0.141826	0.12503	0.295096	0.0982995	0.0188816	0.0596628	0.0129313	0.21569	0.492489	1.48636	0.769199	0.879875	0.96086	1.04073	1.13653	1.30005	0.1897372	0.317532	0.107348	0.0408615	0.138715	0.00334662	0.0090668	0.0284815	0.0521528	0.0908979	0.080133	0.18913	0.0630013	0.0121014	0.0382386	0.00828779	0.138238	1.560277
5004	-419.4055	-430.3319	10.92643	0.0793683	0.0582951	0.149452	0.0259769	0.012894	0.0528446	0.0580839	0.182719	0.0976456	0.314199	0.218254	0.0479082	0.0713175	0.0517805	0.408842	0.262155	1.7071	0.42009	0.655093	0.876375	1.14106	1.5265	2.38044	0.6271074	0.1471689	0.0433806	0.0318625	0.0816865	0.0141983	0.00704753	0.0288835	0.0317471	0.0998694	0.0533705	0.171733	0.119292	0.0261854	0.0389803	0.0283018	0.223462	1.829581
5040	-423.5281	-434.0329	10.50484	0.105112	0.102693	0.125481	0.104757	0.00242934	0.0329607	0.00892467	0.0755056	0.0526353	0.494541	0.184439	0.200852	0.0873011	0.113899	0.369901	0.480343	1.498	0.70475	0.843114	0.948152	1.05468	1.18608	1.41894	0.253011	0.3072946	0.0509897	0.0498164	0.060871	0.0508175	0.00117847	0.0159892	0.00432936	0.0366278	0.0255334	0.239902	0.0894712	0.0974332	0.0423498	0.0552522	0.179439	2.061432
5076	-421.4074	-432.2484	10.84093	0.134585	0.0664106	0.180412	0.0247785	0.00239182	0.0351904	0.0571026	0.118271	0.0927308	0.292336	0.118051	0.0191676	0.0219162	0.0577672	0.264329	0.672531	1.31382	0.587891	0.771766	0.922354	1.08418	1.29573	1.701	0.3841041	0.4905596	0.0906029	0.0447077	0.121454	0.0166809	0.00161018	0.0236902	0.0384415	0.07962	0.0624265	0.196801	0.0794724	0.0129037	0.014754	0.0388889	0.177946	1.48544
5112	-420.8011	-432.1534	11.35238	0.14196	0.150951	0.165665	0.0131152	0.00992026	0.0506463	0.00625284	0.127503	0.0576919	0.244047	0.261155	0.0499675	0.111979	0.0382843	0.0148297	0.610983	1.37281	0.946407	0.973494	0.991654	1.00842	1.02723	1.05663	0.03982849	0.4265164	0.0983124	0.104539	0.114729	0.00908275	0.00687014	0.0350744	0.00433032	0.0883003	0.0399538	0.169011	0.180859	0.0346043	0.0775496	0.0265133	0.0102701	1.443967
5148	-422.0137	-433.3632	11.34954	0.143272	0.0655732	0.15311	0.00998684	0.0144679	0.0547555	0.0399425	0.100195	0.182826	0.22028	0.121764	0.0342695	0.0376027	0.0413409	0.311883	0.48133	1.49706	0.7911	0.892005	0.964974	1.0363	1.12107	1.26406	0.1694375	0.3081204	0.0935643	0.0428228	0.0999887	0.00652194	0.00944828	0.0357583	0.0260846	0.065433	0.119395	0.143855	0.0795181	0.0223798	0.0245566	0.0269978	0.203676	1.531269
5184	-426.4039	-437.4693	11.06533	0.313864	0.0226497	0.219045	0.0385671	0.00678661	0.031392	0.165806	0.193107	0.124416	0.301698	0.129945	0.0167924	0.0155155	0.00830054	0.358698	0.301485	1.66941	0.7291	0.857198	0.953065	1.04925	1.16659	1.37155	0.2284493	0.1730691	0.161239	0.0116356	0.112528	0.0198127	0.00348642	0.0161267	0.085178	0.0992032	0.0639149	0.154988	0.0667554	0.00862659	0.00797062	0.00426416	0.18427	1.946582
5220	-416.0006	-427.2972	11.29654	0.17722	0.00107947	0.124323	0.00497194	0.00371597	0.020831	0.0553165	0.115697	0.052253	0.223155	0.244062	0.0335026	0.0812551	0.0251303	0.0624528	0.281148	1.6889	0.243237	0.50184	0.806458	1.23999	1.99267	4.11121	1.022215	0.1595321	0.144673	0.000881228	0.101491	0.00405884	0.00303353	0.0170054	0.0451576	0.0944493	0.0426567	0.182173	0.19924	0.0273499	0.0663325	0.0205151	0.0509833	1.224966
5256	-424.0205	-435.3304	11.30984	0.153957	0.023234	0.0434521	0.00903992	0.0231622	0.00754978	0.0457562	0.0859818	0.0322972	0.190049	0.123666	0.0209339	0.157823	0.0155863	0.0226847	0.383654	1.59067	0.223965	0.482038	0.796393	1.25566	2.07453	4.46498	1.081903	0.2311412	0.161183	0.0243244	0.0454913	0.00946418	0.0242493	0.0079041	0.0479036	0.0900171	0.0338129	0.198968	0.129469	0.0219163	0.165229	0.0163178	0.0237493	0.9551724
5292	-418.1117	-429.6067	11.49503	0.111757	0.0149487	0.0334995	0.00184189	0.0045938	0.00829329	0.0105655	0.0587563	0.0198956	0.103806	0.12751	0.0343739	0.0620967	0.0254298	0.0212396	0.33749	1.63491	0.184298	0.438322	0.773118	1.29346	2.28143	5.42599	1.222854	0.1978267	0.175001	0.0234082	0.052457	0.00288423	0.00719346	0.0129865	0.0165445	0.092007	0.0311547	0.162551	0.199669	0.0538263	0.0972377	0.0398207	0.0332592	0.6386074
5328	-422.5636	-434.0231	11.45947	0.0994373	0.0270277	0.0876823	0.0033547	0.0606139	0.00407565	0.034267	0.0739982	0.139351	0.172117	0.298157	0.0425939	0.145129	0.0595218	0.0860217	0.298252	1.67251	0.385376	0.628109	0.864949	1.15614	1.59208	2.59487	0.6894717	0.170896	0.0745771	0.0202706	0.065761	0.00251599	0.0454599	0.0030567	0.0257	0.055498	0.104512	0.129087	0.223615	0.0319451	0.108845	0.0446409	0.0645155	1.333349
5364	-421.2007	-432.9187	11.718	0.0508187	0.0179264	0.109312	0.00468298	0.00244722	0.0182561	0.0311247	0.0865877	0.0477153	0.131941	0.0966268	0.0156754	0.0632503	0.0230029	0.0252154	0.276611	1.69325	0.222515	0.480513	0.795606	1.2569	2.08111	4.49408	1.086599	0.1565547	0.0701351	0.0247402	0.150862	0.006463	0.00337741	0.0251954	0.0429553	0.1195	0.065852	0.182092	0.133355	0.0216337	0.087292	0.0317464	0.0347998	0.7245832
5400	-424.8078	-436.1589	11.35113	0.120859	0.0216834	0.0607785	0.00472473	0.00399182	0.0209968	0.0333651	0.0300837	0.0392257	0.0612987	0.0681127	0.0317653	0.0466871	0.0160415	0.012759	0.315794	1.6557	0.137248	0.37963	0.73921	1.35279	2.63415	7.28606	1.435988	0.1827848	0.211154	0.0378833	0.106187	0.00825464	0.00697416	0.0366838	0.0582926	0.0525596	0.0685317	0.107096	0.119001	0.0554975	0.0815676	0.0280263	0.0222915	0.5723729
5436	-419.5618	-430.8718	11.30994	0.0516254	0.00967248	0.030155	0.00517542	0.0107031	0.00981656	0.00676345	0.0677984	0.0319071	0.116471	0.0817901	0.0287322	0.0457889	0.00807957	0.0261725	0.301393	1.6695	0.122841	0.359641	0.726841	1.37582	2.78055	8.14063	1.51618	0.173007	0.0972869	0.0182276	0.0568264	0.00975294	0.0201698	0.0184991	0.0127456	0.127764	0.0601282	0.219487	0.154131	0.0541451	0.0862882	0.0152258	0.0493215	0.5306516
5472	-421.2893	-431.8899	10.60061	0.10398	0.00197891	0.15326	0.0254073	0.000908941	0.013809	0.120142	0.219134	0.189877	0.0792768	0.0356374	0.338048	0.130399	0.292839	0.127147	0.540022	1.44081	0.586927	0.771148	0.922124	1.08445	1.29677	1.70379	0.3852907	0.3591874	0.0567627	0.00108028	0.0836644	0.0138698	0.000496189	0.0075383	0.0655852	0.119625	0.103653	0.043277	0.0194544	0.18454	0.0711846	0.15986	0.0694093	1.831844
5508	-426.2864	-438.0382	11.75174	0.0644711	0.0375981	0.0835892	0.0208043	0.000713895	0.0178088	0.0318406	0.159619	0.0513881	0.153836	0.140062	0.0239103	0.0603657	0.0596287	0.0903284	0.364481	1.60904	0.412944	0.649634	0.87409	1.14405	1.53933	2.42164	0.639514	0.2170823	0.0647324	0.0377505	0.0839279	0.0208886	0.000716788	0.0178809	0.0319696	0.160265	0.0515963	0.154459	0.14063	0.0240072	0.0606103	0.0598703	0.0906944	0.9959642
5544	-420.5706	-431.3221	10.75149	0.131996	0.0828647	0.185609	0.0608852	0.00327986	0.0283186	0.00956555	0.0973654	0.139518	0.302861	0.294907	0.0621558	0.116131	0.0573429	0.136701	0.27647	1.69338	0.271793	0.529756	0.820195	1.21922	1.88766	3.67928	0.9419534	0.1564623	0.0772129	0.048473	0.108575	0.0356158	0.00191861	0.0165654	0.00559552	0.0569555	0.0816133	0.177163	0.172511	0.036359	0.0679325	0.0335437	0.0799653	1.709501
5580	-426.5658	-437.8603	11.29449	0.148488	0.180647	0.10194	0.0940465	0.0203286	0.0635727	0.0319989	0.0608863	0.0731178	0.210864	0.36068	0.133885	0.0521543	0.0163601	0.010229	0.443492	1.53332	0.697992	0.839161	0.946763	1.05623	1.19167	1.43268	0.2599781	0.2771846	0.0952333	0.115859	0.0653795	0.0603172	0.0130379	0.0407727	0.0205226	0.0390498	0.0468945	0.135239	0.231324	0.0858677	0.0334494	0.0104926	0.0065604	1.559197
5616	-423.2587	-433.8578	10.59907	0.0139545	0.00737061	0.0175242	0.000841094	0.000159197	0.00583061	0.0145475	0.022931	0.010324	0.002945	0.00265332	0.0596116	0.0270151	0.0326568	0.00707458	0.3593	1.614	0.0765348	0.285532	0.676355	1.47851	3.50223	13.0659	1.858294	0.2133388	0.0618993	0.0326944	0.0777336	0.00373091	0.000706162	0.0258633	0.0645298	0.101717	0.0457952	0.0130634	0.0117695	0.264424	0.119833	0.144859	0.0313813	0.2254392
5652	-420.7506	-432.05	11.29942	0.107036	0.0705671	0.151375	0.0098213	0.00101919	0.00974092	0.0390576	0.0858288	0.0442011	0.0533302	0.0806738	0.357025	0.101173	0.181841	0.0529904	0.375653	1.59833	0.395681	0.636245	0.868429	1.1515	1.57172	2.52729	0.6703907	0.2252349	0.0795407	0.0524397	0.112489	0.00729839	0.000757378	0.00723866	0.0290244	0.0637809	0.0328467	0.0396306	0.0599502	0.265312	0.0751833	0.135129	0.0393781	1.345681
5688	-420.8126	-432.0971	11.28454	0.0991596	0.0262931	0.0974712	0.00808818	0.0322456	0.0213758	0.00168491	0.105273	0.056733	0.0104612	0.0784504	0.366913	0.0840573	0.223003	0.0437757	0.383941	1.59039	0.340033	0.590911	0.848631	1.17837	1.6923	2.94089	0.7799828	0.2313542	0.0790126	0.0209509	0.0776673	0.00644484	0.0256941	0.0170327	0.00134257	0.0838842	0.0452061	0.00833574	0.062511	0.292364	0.0669787	0.177693	0.0348815	1.254985
5724	-423.7197	-434.3323	10.61261	0.229661	0.0736338	0.0898344	0.0224652	0.0309914	0.0272335	0.0691027	0.149215	0.113532	0.627432	0.06393	0.0913879	0.355157	0.00404152	0.0887782	0.391374	1.58327	0.609443	0.785437	0.92742	1.07826	1.27318	1.64084	0.3580713	0.2368945	0.112778	0.0361589	0.0441144	0.0110318	0.0152187	0.0133734	0.0339338	0.0732742	0.0557513	0.308109	0.0313937	0.0448773	0.174405	0.00198464	0.0435958	2.036396
5760	-424.8014	-435.8781	11.07665	0.0533367	0.000167954	0.0143242	0.00293874	0.0045503	0.00553724	0.000926241	0.0326877	0.028748	0.00972588	0.0139954	0.00272197	0.045907	0.00915379	0.0328077	0.290262	1.68017	0.10982	0.340516	0.714555	1.39947	2.93672	9.10582	1.597197	0.1655597	0.207109	0.000652176	0.0556217	0.0114113	0.0176691	0.0215014	0.00359665	0.126928	0.11163	0.0377662	0.0543449	0.0105696	0.17826	0.0355447	0.127394	0.2575288
